IPO,MarketCap,Income,Sales,Booksh,Dividend,Dividend_Percentage,Employees,PriceToEarnings,ForwardPTE,PriceToSales,PriceToBook,PutCallRatio,QuickRatio,CurrentRatio,DebtEquity,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,PerformaceHalfYear,PerformanceYear,PerformanceYTD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[['mrm'], '31.40M', '-4.90M', '30.40M', '1.11', '-', '-', '171', '-', '-', '1.03', '5.95', '2.40', '0.80', '0.80', '1.84', '-', '-', '-38.90%', '12.80%', '-19.00%', '-16.10%', '-', '4.03M', '3.32M', '0.54%', '0.73', '-', '-31.43%', '-', '-54.10%']
[['vtaq'], '214.74M', '-', '-', '7.98', '-', '-', '-', '-', '-', '-', '1.25', '429.48', '3.50', '3.50', '0.00', '-', '-', '-', '-', '-', '-', '-', '21.56M', '17.27M', '0.02%', '0.16', '-', '-2.73%', '-', '-1.80%']
[['ikt'], '59.80M', '-7.20M', '3.00M', '3.84', '-', '-', '3', '-', '-', '19.93', '0.63', '1.28', '25.70', '25.70', '0.00', '-37.00%', '-47.90%', '-27.90%', '-', '-', '-', '-', '12.24M', '7.99M', '2.10%', '0.19', '-', '-61.49%', '-', '-64.78%']
[['hcar'], '399.11M', '-', '-', '7.14', '-', '-', '-', '-', '-', '-', '1.36', '665.18', '3.10', '3.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '41.40M', '24.84M', '0.29%', '1.25', '-', '-2.02%', '-', '-3.20%']
[['gbs'], '41.46M', '-', '0.44M', '1.35', '-', '-', '7', '-', '-', '93.86', '2.49', '2.90', '10.60', '10.60', '0.00', '-', '-', '-', '-', '-', '-', '-', '11.80M', '6.57M', '5.02%', '0.27', '-', '-49.78%', '-', '-54.59%']
[['cfiv'], '616.68M', '-1.90M', '-', '7.53', '-', '-', '-', '-', '-', '-', '1.29', '6166.82', '0.60', '0.60', '0.00', '-0.50%', '-0.50%', '-', '-', '-', '-', '-', '63.50M', '51.00M', '0.32%', '3.85', '-', '-2.63%', '-', '-6.90%']
[['vhaq'], '250.59M', '-', '-', '7.58', '-', '-', '-', '-', '-', '-', '1.31', '227.81', '0.20', '0.20', '0.00', '-', '-', '-', '-', '-', '-', '-', '25.16M', '20.12M', '0.04%', '0.29', '-', '-1.19%', '-', '-2.35%']
[['vii'], '504.66M', '-', '-', '7.13', '-', '-', '-', '-', '-', '-', '1.36', '504.66', '1.30', '1.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '23.00M', '0.20%', '7.54', '-', '-4.23%', '-', '-4.42%']
[['ackit'], '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '2.04', '-', '-1.96%', '-', '-2.06%']
[['dune'], '210.88M', '-', '-', '7.23', '-', '-', '-', '-', '-', '-', '1.35', '702.92', '2.20', '2.20', '0.00', '-', '-', '-', '-', '-', '-', '-', '21.56M', '12.94M', '0.20%', '0.90', '-', '-1.31%', '-', '-3.27%']
[['mass'], '1.04B', '-25.50M', '25.60M', '4.63', '-', '-', '101', '-', '-', '40.75', '8.44', '7.38', '13.40', '14.10', '0.00', '-18.20%', '-30.60%', '-3.80%', '53.60%', '-72.40%', '-99.70%', '-', '27.34M', '20.16M', '9.58%', '5.74', '55.00', '-8.71%', '-', '-31.40%']
[['iiii'], '331.79M', '-', '-', '6.73', '-', '-', '-', '-', '-', '-', '1.45', '3317.93', '1.40', '1.40', '0.00', '-', '-', '-', '-', '-', '-', '-', '34.10M', '16.48M', '0.05%', '0.23', '-', '-7.33%', '-', '-8.81%']
[['mtac'], '308.14M', '-', '-', '7.31', '-', '-', '-', '-', '-', '-', '1.35', '513.57', '3.30', '3.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '31.25M', '18.75M', '0.10%', '0.18', '-', '-0.30%', '-', '-6.18%']
[['svok'], '320.36M', '-', '-', '7.33', '-', '-', '-', '-', '-', '-', '1.35', '355.96', '1.10', '1.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '32.34M', '19.41M', '0.72%', '0.73', '-', '0.10%', '-', '-3.60%']
[['gfx'], '417.39M', '-', '-', '7.16', '-', '-', '-', '-', '-', '-', '1.35', '596.27', '0.10', '0.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '43.12M', '25.88M', '0.15%', '0.49', '-', '-1.42%', '-', '-5.00%']
[['viri'], '47.87M', '-16.60M', '-', '2.74', '-', '-', '3', '-', '-', '-', '2.10', '2.20', '26.20', '26.20', '0.00', '-78.60%', '-88.70%', '-', '-', '-', '-', '-', '8.33M', '7.44M', '1.00%', '0.82', '-', '-1.87%', '-', '-23.30%']
[['cool'], '484.29M', '-', '-', '7.25', '-', '-', '6', '-', '-', '-', '1.34', '372.53', '9.40', '9.40', '0.00', '-', '-', '-', '-', '-', '-', '-', '50.00M', '40.00M', '0.28%', '1.75', '-', '-2.81%', '-', '-5.10%']
[['scoa'], '699.39M', '-', '-', '7.23', '-', '-', '-', '-', '-', '-', '1.35', '1748.48', '6.30', '6.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '71.88M', '57.50M', '2.31%', '13.17', '-', '-2.16%', '-', '-6.44%']
[['upst'], '19.81B', '58.10M', '450.70M', '9.34', '-', '-', '554', '403.53', '153.63', '43.95', '28.13', '39.13', '-', '-', '0.01', '10.70%', '18.00%', '3.10%', '85.90%', '16.00%', '12.90%', '0.00%', '76.67M', '65.58M', '4.08%', '0.51', '206.50', '393.43%', '-', '544.66%']
[['scps'], '108.91M', '-21.20M', '-', '-0.12', '-', '-', '1', '-', '-', '-', '-', '17.29', '0.80', '0.80', '-', '-455.70%', '-', '-', '-', '-', '-', '-', '16.19M', '9.24M', '1.02%', '0.21', '-', '-36.91%', '-', '-61.99%']
[['ccv'], '1.12B', '-', '-', '6.93', '-', '-', '-', '-', '-', '-', '1.42', '5595.73', '3.30', '3.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '62.50M', '45.07M', '1.32%', '2.79', '-', '-3.53%', '-', '-19.36%']
[['bcab'], '1.33B', '-77.10M', '0.40M', '5.29', '-', '-', '36', '-', '-', '3319.00', '7.27', '6.39', '5.90', '5.90', '0.00', '-', '-', '-15.70%', '-', '-', '-', '-', '33.68M', '27.03M', '10.99%', '12.20', '-', '-31.40%', '-', '13.11%']
[['wish'], '4.68B', '-', '2.83B', '1.38', '-', '-', '875', '-', '-', '1.65', '5.35', '2.97', '2.00', '2.00', '0.00', '-', '-', '-61.60%', '57.90%', '-', '-', '-', '624.00M', '461.19M', '6.88%', '0.42', '9.83', '-56.56%', '-', '-59.54%']
[['wnw'], '128.75M', '-', '8.21M', '-', '-', '-', '55', '-', '-', '15.68', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '25.00M', '-', '-', '0.74', '-', '-53.22%', '-', '-86.28%']
[['bluw'], '57.73M', '-', '-', '7.04', '-', '-', '-', '-', '-', '-', '1.14', '144.32', '0.90', '0.90', '0.00', '-', '-', '-', '-', '-', '-', '-', '7.25M', '4.08M', '1.50%', '0.17', '-', '-21.06%', '-', '-21.02%']
[['kinz'], '342.04M', '-', '-', '36.16', '-', '-', '-', '-', '-', '-', '0.27', '488.63', '2.10', '2.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '6.90M', '-', '-', '0.20', '-', '-0.70%', '-', '-4.34%']
[['dwin'], '252.25M', '-', '-', '33.23', '-', '-', '-', '-', '-', '-', '0.29', '210.21', '36.70', '-', '0.00', '-', '-', '-', '-', '-', '-', '-', '5.66M', '-', '-', '1.29', '-', '-4.20%', '-', '-2.00%']
[['tvac'], '216.56M', '-', '-', '6.91', '-', '-', '-', '-', '-', '-', '1.45', '433.13', '1.90', '1.90', '0.00', '-', '-', '-', '-', '-', '-', '-', '21.56M', '17.25M', '0.15%', '0.34', '-', '0.60%', '-', '-3.09%']
[['abcl'], '4.95B', '-', '447.65M', '3.56', '-', '-', '206', '25.61', '-', '11.05', '5.32', '6.24', '12.40', '12.40', '0.00', '-', '-', '13.60%', '-', '-', '-', '-', '272.20M', '190.77M', '5.50%', '4.94', '-', '-38.15%', '-', '-52.91%']
[['fdmt'], '923.22M', '-', '13.61M', '9.00', '-', '-', '104', '-', '-', '67.82', '3.79', '3.79', '25.20', '25.20', '0.00', '-', '-', '-22.10%', '-', '-', '-', '-', '26.74M', '20.76M', '4.91%', '7.83', '50.00', '-30.55%', '-', '-17.66%']
[['vvos'], '130.17M', '-15.50M', '14.50M', '1.76', '-', '-', '93', '-', '-', '8.98', '3.20', '3.81', '4.20', '4.20', '0.04', '-60.80%', '-101.90%', '-66.20%', '79.70%', '-', '-', '-', '20.74M', '17.84M', '0.25%', '0.01', '-', '-17.21%', '-', '-4.74%']
[['cert'], '5.65B', '-55.00M', '261.80M', '5.66', '-', '-', '846', '-', '122.72', '21.57', '6.79', '21.08', '5.80', '5.80', '0.35', '-4.60%', '-7.40%', '-2.10%', '57.20%', '-13.40%', '-21.00%', '-', '147.49M', '143.13M', '1.07%', '3.25', '35.60', '48.02%', '-', '13.91%']
[['cbah'], '420.79M', '-', '-', '8.89', '-', '-', '-', '-', '-', '-', '1.12', '1051.96', '0.70', '0.70', '0.00', '-', '-', '-', '-', '-', '-', '-', '42.26M', '40.24M', '0.05%', '0.05', '-', '0.40%', '-', '-5.15%']
[['nbtx'], '454.70M', '-', '2.51M', '-', '-', '-', '88', '-', '-', '181.01', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '34.46M', '29.26M', '0.01%', '1.34', '22.53', '-26.40%', '-', '-20.02%']
[['glaq'], '150.80M', '-', '-', '7.70', '-', '-', '-', '-', '-', '-', '1.30', '754.01', '0.60', '0.60', '0.01', '-', '-', '-', '-', '-', '-', '-', '15.05M', '12.22M', '0.04%', '0.18', '-', '-', '-', '-1.76%']
[['motv'], '503.53M', '-', '-', '7.32', '-', '-', '-', '-', '-', '-', '1.33', '503.53', '1.10', '1.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '51.75M', '41.40M', '0.15%', '1.24', '-', '-2.21%', '-', '-5.63%']
[['snrh'], '501.97M', '-', '-', '7.23', '-', '-', '-', '-', '-', '-', '1.34', '717.11', '2.80', '2.80', '0.00', '-', '-', '-', '-', '-', '-', '-', '51.75M', '41.40M', '0.05%', '0.17', '-', '-1.92%', '-', '-4.90%']
[['ctaq'], '496.28M', '-', '-', '7.33', '-', '-', '3', '-', '-', '-', '1.32', '992.56', '0.00', '0.00', '0.00', '-', '-', '-', '-', '-', '-', '-', '51.21M', '30.19M', '0.03%', '0.14', '-', '-4.33%', '-', '-5.91%']
[['abnb'], '103.20B', '-4909.00M', '4.42B', '5.55', '-', '-', '5597', '-', '377.57', '23.33', '29.73', '13.89', '1.50', '1.50', '0.58', '-41.70%', '-243.10%', '-74.20%', '57.60%', '-80.40%', '-', '-', '611.74M', '335.64M', '3.72%', '1.86', '175.71', '-9.89%', '-', '12.40%']
[['hyfm'], '2.32B', '-0.80M', '429.30M', '14.85', '-', '-', '327', '-', '36.13', '5.40', '3.67', '11.98', '3.50', '5.30', '0.00', '-0.20%', '-0.30%', '1.30%', '20.30%', '1.50%', '-0.20%', '-', '37.86M', '36.71M', '3.66%', '2.16', '69.50', '3.12%', '-', '3.75%']
[['pubm'], '213.42M', '-', '148.70M', '3.75', '-', '-', '548', '-', '57.16', '1.44', '7.83', '1.94', '2.00', '2.00', '0.00', '-', '-', '15.30%', '72.30%', '-', '-', '-', '49.11M', '7.88M', '35.40%', '2.11', '46.75', '-41.47%', '-', '5.08%']
[['flac'], '173.71M', '-', '-', '7.27', '-', '-', '-', '-', '-', '-', '1.36', '217.14', '10.30', '10.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '17.75M', '14.30M', '0.12%', '0.93', '-', '-', '-', '-8.19%']
[['dash'], '66.02B', '-567.00M', '4.16B', '13.80', '-', '-', '3886', '-', '-', '15.86', '14.28', '14.14', '4.10', '4.10', '0.00', '-10.60%', '-17.90%', '-8.70%', '52.70%', '-12.90%', '-13.60%', '-', '334.71M', '306.04M', '3.96%', '4.07', '194.55', '39.33%', '-', '38.09%']
[['altu'], '366.80M', '-', '-', '7.19', '-', '-', '-', '-', '-', '-', '1.36', '1833.98', '3.00', '3.00', '0.00', '-', '-', '-', '-', '-', '-', '-', '37.50M', '22.50M', '2.38%', '5.28', '-', '-6.12%', '-', '-2.87%']
[['ai'], '5.01B', '-93.30M', '195.10M', '10.05', '-', '-', '628', '-', '-', '25.70', '5.12', '4.56', '8.30', '8.30', '0.00', '-9.50%', '-12.50%', '-5.70%', '75.90%', '-47.90%', '-47.80%', '-', '103.87M', '83.65M', '9.71%', '2.49', '-', '-39.38%', '-', '-62.90%']
[['cnd'], '365.26M', '-', '-', '7.45', '-', '-', '2', '-', '-', '-', '1.40', '608.76', '8.90', '8.90', '0.00', '-', '-', '-', '-', '-', '-', '-', '35.25M', '22.41M', '5.59%', '1.88', '-', '4.82%', '-', '3.47%']
[['muds'], '389.77M', '-', '-', '4.43', '-', '-', '4', '-', '-', '-', '2.23', '1299.22', '0.10', '0.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '39.53M', '23.72M', '6.73%', '1.05', '-', '-0.65%', '-', '-1.89%']
[['ddmx'], '127.67M', '-', '-', '0.31', '-', '-', '-', '-', '-', '-', '31.69', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '12.87M', '-', '-', '0.53', '-', '-0.30%', '-', '-3.12%']
[['sgtx'], '212.93M', '-60.80M', '12.90M', '4.10', '-', '-', '99', '-', '-', '16.51', '1.58', '1.19', '5.30', '5.30', '0.00', '-', '-', '-31.90%', '-', '-', '-', '-', '31.49M', '25.05M', '3.09%', '2.65', '-', '-76.31%', '-', '-86.53%']
[['yq'], '256.73M', '-', '154.90M', '1.70', '-', '-', '3156', '-', '-', '1.66', '0.78', '0.58', '2.50', '2.50', '0.00', '-', '-', '-64.60%', '60.70%', '-', '-', '-', '187.87M', '54.96M', '2.34%', '0.47', '-', '-89.00%', '-', '-89.70%']
[['seer'], '2.72B', '-', '0.54M', '8.65', '-', '-', '60', '-', '-', '5026.00', '5.21', '5.25', '62.60', '62.90', '0.00', '-', '-', '-7.80%', '-', '-', '-', '-', '60.84M', '44.45M', '9.25%', '9.14', '55.00', '0.90%', '-', '-19.77%']
[['sbtx'], '778.18M', '-', '-', '10.03', '-', '-', '76', '-', '-', '-', '2.04', '2.16', '23.30', '23.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '34.88M', '32.12M', '10.10%', '19.40', '-', '-58.30%', '-', '-55.76%']
[['ftcv'], '353.51M', '-', '-', '6.17', '-', '-', '-', '-', '-', '-', '1.68', '1178.38', '0.40', '0.40', '0.00', '-', '-', '-', '-', '-', '-', '-', '34.19M', '25.00M', '8.25%', '3.55', '-', '1.27%', '-', '-2.81%']
[['spfr'], '431.24M', '-', '-', '7.07', '-', '-', '2', '-', '-', '-', '1.41', '4312.36', '0.20', '0.20', '0.00', '-', '-', '-', '-', '-', '-', '-', '43.12M', '25.88M', '2.00%', '2.34', '13.00', '-2.54%', '-', '-8.69%']
[['lokb'], '316.18M', '-', '-', '8.53', '-', '-', '4', '-', '-', '-', '1.17', '1580.92', '0.00', '0.00', '0.00', '-', '-', '-', '-', '-', '-', '-', '25.30M', '18.98M', '0.60%', '0.72', '-', '-0.89%', '-', '-8.18%']
[['fpac'], '597.00M', '-', '-', '0.07', '-', '-', '-', '-', '-', '-', '138.19', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '60.00M', '-', '-', '3.20', '-', '-0.10%', '-', '-3.21%']
[['knte'], '1.02B', '-', '-', '8.30', '-', '-', '52', '-', '-', '-', '2.82', '3.99', '31.10', '31.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '43.54M', '37.12M', '4.76%', '9.93', '-', '-33.23%', '-', '-41.25%']
[['htpa'], '291.36M', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '30.00M', '29.88M', '0.18%', '2.51', '-', '-3.46%', '-', '-6.79%']
[['dcbo'], '3.46B', '-22.30M', '103.20M', '7.41', '-', '-', '488', '-', '3279.26', '33.55', '11.95', '12.75', '4.40', '4.40', '0.02', '-8.30%', '-11.10%', '-3.70%', '81.90%', '-20.30%', '-21.60%', '-', '32.81M', '13.42M', '1.13%', '2.43', '-', '113.76%', '-', '36.03%']
[['taca'], '285.21M', '-', '-', '7.16', '-', '-', '1', '-', '-', '-', '1.38', '203.72', '0.90', '0.90', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '17.25M', '0.31%', '1.60', '-', '-1.49%', '-', '-2.56%']
[['sgam'], '180.44M', '-', '-', '6.97', '-', '-', '-', '-', '-', '-', '1.43', '601.46', '1.60', '1.60', '0.00', '-', '-', '-', '-', '-', '-', '-', '17.97M', '14.38M', '0.71%', '1.93', '-', '0.30%', '-', '-0.40%']
[['vmar'], '52.13M', '-', '2.36M', '-', '-', '-', '-', '-', '-', '22.07', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '8.21M', '3.63M', '0.35%', '0.22', '-', '-32.88%', '-', '-52.79%']
[['ozon'], '11.03B', '-483.60M', '1.79B', '3.98', '-', '-', '14834', '-', '-', '6.15', '13.10', '-', '2.20', '2.50', '1.27', '-23.80%', '-68.40%', '-16.80%', '-0.70%', '-21.80%', '-27.00%', '-', '203.92M', '200.61M', '1.16%', '3.66', '-', '0.93%', '-', '25.89%']
[['tinv'], '349.44M', '-', '-', '6.83', '-', '-', '-', '-', '-', '-', '1.48', '436.80', '2.00', '2.00', '0.00', '-', '-', '-', '-', '-', '-', '-', '34.50M', '27.60M', '0.23%', '1.35', '-', '-0.78%', '-', '-5.15%']
[['sv'], '263.58M', '-', '-', '6.85', '-', '-', '-', '-', '-', '-', '1.34', '202.75', '14.30', '14.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '20.45M', '4.38%', '3.52', '-', '-8.73%', '-', '-9.09%']
[['brez'], '147.03M', '8.60M', '-', '7.11', '-', '-', '-', '17.10', '-', '-', '1.42', '735.15', '0.80', '0.80', '0.00', '9.80%', '11.10%', '-', '-', '-', '-', '0.00%', '14.62M', '12.06M', '0.28%', '2.83', '-', '0.61%', '-', '-0.78%']
[['mrvi'], '15.79B', '-', '381.33M', '1.73', '-', '-', '490', '-', '45.49', '41.42', '34.55', '42.15', '3.60', '3.90', '3.04', '-', '-', '16.10%', '-', '-', '-', '-', '112.20M', '89.07M', '2.05%', '1.61', '58.78', '65.71%', '-', '113.08%']
[['cas'], '283.47M', '-', '-', '7.27', '-', '-', '-', '-', '-', '-', '1.36', '257.70', '0.10', '0.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '16.95M', '0.04%', '0.14', '2.50', '-3.24%', '-', '-2.76%']
[['oca'], '254.29M', '-', '-', '7.00', '-', '-', '-', '-', '-', '-', '1.41', '508.58', '0.30', '0.30', '0.00', '-', '-', '-', '-', '-', '-', '-', '25.81M', '15.49M', '3.83%', '9.58', '-', '-0.70%', '-', '-1.89%']
[['shc'], '7.23B', '9.00M', '880.90M', '1.87', '-', '-', '3000', '530.00', '24.80', '8.21', '13.89', '46.31', '2.50', '2.70', '3.58', '0.30%', '4.70%', '7.10%', '55.30%', '18.80%', '1.00%', '0.00%', '279.08M', '275.13M', '0.73%', '2.80', '32.44', '-4.56%', '-', '-5.36%']
[['kwac'], '145.38M', '-', '-', '7.05', '-', '-', '2', '-', '-', '-', '1.42', '121.15', '3.00', '3.00', '0.00', '-', '-', '-', '-', '-', '-', '-', '14.75M', '8.40M', '0.57%', '1.00', '-', '-', '-', '-2.52%']
[['lsaq'], '100.20M', '-0.60M', '-', '10.05', '-', '-', '-', '-', '-', '-', '0.99', '250.50', '4.10', '4.10', '0.00', '-0.90%', '-0.90%', '-', '-', '-', '-', '-', '10.01M', '8.64M', '1.28%', '4.20', '-', '-5.85%', '-', '-6.47%']
[['jyac'], '130.42M', '-', '-', '7.54', '-', '-', '-', '-', '-', '-', '1.29', '108.68', '11.90', '11.90', '0.00', '-', '-', '-', '-', '-', '-', '-', '13.45M', '8.27M', '0.00%', '0.06', '-', '-8.97%', '-', '-5.44%']
[['olma'], '1.18B', '-', '-', '7.97', '-', '-', '36', '-', '-', '-', '3.75', '3.72', '39.40', '39.40', '0.00', '-', '-', '-', '-', '-', '-', '-', '39.41M', '35.74M', '5.55%', '7.44', '-', '-27.47%', '-', '-37.90%']
[['tls'], '2.17B', '-29.80M', '200.60M', '2.47', '-', '-', '785', '-', '48.45', '10.83', '13.75', '16.59', '4.60', '4.60', '0.09', '-17.50%', '-43.50%', '10.10%', '33.70%', '-11.50%', '-14.90%', '-', '66.62M', '57.78M', '3.23%', '2.59', '42.33', '8.08%', '-', '2.97%']
[['ysg'], '3.71B', '-509.10M', '960.00M', '1.56', '-', '-', '3936', '-', '-', '3.87', '3.56', '5.84', '4.80', '5.50', '0.00', '-45.10%', '-76.50%', '-39.30%', '66.90%', '-47.30%', '-53.00%', '-', '631.61M', '160.97M', '7.84%', '5.11', '-', '-67.69%', '-', '-67.29%']
[['ngms'], '1.09B', '-', '53.44M', '2.34', '-', '-', '153', '-', '53.08', '20.39', '18.92', '16.66', '2.40', '2.40', '0.57', '-', '-', '12.00%', '-', '-', '-', '-', '25.15M', '5.53M', '2.23%', '0.95', '62.33', '48.86%', '-', '16.53%']
[['lnfa'], '214.75M', '-', '-', '6.97', '-', '-', '2', '-', '-', '-', '1.43', '165.20', '2.40', '2.40', '0.00', '-', '-', '-', '-', '-', '-', '-', '21.56M', '12.94M', '0.01%', '0.05', '-', '0.61%', '-', '-1.87%']
[['pipp'], '265.63M', '-', '-', '7.21', '-', '-', '-', '-', '-', '-', '1.35', '2656.29', '1.10', '1.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '27.30M', '16.38M', '2.19%', '3.83', '-', '-6.26%', '-', '-6.80%']
[['dgns'], '280.99M', '-', '-', '7.54', '-', '-', '-', '-', '-', '-', '1.32', '140.49', '0.80', '0.80', '0.01', '-', '-', '-', '-', '-', '-', '-', '35.25M', '21.45M', '0.28%', '0.21', '-', '-9.05%', '-', '-12.87%']
[['znte'], '289.51M', '-', '-', '6.83', '-', '-', '3', '-', '-', '-', '1.47', '222.70', '0.60', '0.60', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '17.25M', '0.92%', '1.25', '-', '-1.56%', '-', '-1.23%']
[['dmyi'], '374.97M', '-', '-', '6.55', '-', '-', '-', '-', '-', '-', '1.53', '-', '0.20', '0.20', '0.00', '-', '-', '-', '-', '-', '-', '-', '37.50M', '22.50M', '1.20%', '0.69', '-', '-11.49%', '-', '-7.31%']
[['haac'], '534.11M', '-', '-', '8.72', '-', '-', '-', '-', '-', '-', '1.11', '281.11', '1.10', '1.10', '0.00', '-', '-', '-', '-', '-', '-', '-', '52.50M', '49.88M', '0.45%', '0.81', '-', '-8.82%', '-', '-13.60%']
[['bwac'], '161.58M', '-', '-', '7.62', '-', '-', '-', '-', '-', '-', '1.32', '230.83', '4.60', '4.60', '0.00', '-', '-', '-', '-', '-', '-', '-', '16.11M', '12.95M', '1.36%', '5.88', '-', '0.10%', '-', '-1.18%']
[['noac'], '278.58M', '-', '-', '7.59', '-', '-', '2', '-', '-', '-', '1.28', '253.26', '6.60', '6.60', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.75M', '22.49M', '0.09%', '0.56', '-', '-3.48%', '-', '-5.37%']
[['adoc'], '119.52M', '-', '-', '28.16', '-', '-', '-', '-', '-', '-', '0.36', '199.20', '1.50', '1.50', '0.00', '-', '-', '-', '-', '-', '-', '-', '9.55M', '7.91M', '0.01%', '0.05', '-', '-1.75%', '-', '-1.17%']
[['dbdr'], '293.35M', '-', '-', '6.53', '-', '-', '3', '-', '-', '-', '1.55', '-', '0.20', '0.20', '0.00', '-', '-', '-', '-', '-', '-', '-', '28.95M', '17.37M', '1.07%', '2.44', '-', '1.20%', '-', '0.30%']
[['sqz'], '414.48M', '-64.40M', '18.60M', '5.47', '-', '-', '98', '-', '-', '22.28', '2.67', '-', '4.30', '4.30', '0.00', '-28.30%', '-74.70%', '-40.10%', '-', '-', '-', '-', '27.92M', '25.31M', '6.09%', '8.33', '-', '0.69%', '-', '-49.55%']
[['lu'], '21.43B', '2.30B', '8.74B', '5.69', '-', '-', '87240', '9.00', '7.20', '2.45', '1.49', '4.77', '-', '-', '0.43', '5.70%', '18.70%', '13.30%', '-', '40.60%', '26.30%', '0.00%', '2.44B', '885.37M', '2.35%', '2.77', '14.38', '-44.00%', '-', '-40.21%']
